File,Time,Latitude,Longitude,Altitude,ENL,terrain_elev_at_first_engine_event (ft),dynamic_AGL_at_first_engine_event (ft),Terrain_EPQS,Terrain_DIFF
14KV7CD3.igc,202238,33.63613333333333,-81.43013333333333,344,3,392.69,765.45,368.2354421641112,24.454557835888806
56NV1IB1.igc,181751,32.74048333333333,-103.15401666666666,1595,17,3640.88,2025.13,3641.11323756877,-0.23323756876970947
44OVAUO1.igc,191039,33.30048333333333,-80.70691666666667,231,2,137.0,670.08,137.91790600129937,-0.9179060012993716
53GV1OL1.igc,165438,28.404166666666665,-81.83781666666667,-31,0,110.97,-12.54,111.6436646126234,-0.6736646126233978
16IVABZ1.igc,203028,41.77336666666667,-122.47021666666667,789,7,2629.62,-64.0,2639.488645096836,-9.86864509683619
36AV8KR1.igc,214334,31.993033333333333,-83.63021666666667,342,3,409.29,640.58,407.39058248859794,1.8994175114020777
18kljal1.igc,220449,30.795416666666668,-98.66686666666666,434,4,1121.33,358.33,1123.5233976784693,-2.1933976784694096
53JV1OL1.igc,170024,28.40438333333333,-81.83773333333333,3,0,112.36,12.31,112.09664740927107,0.26335259072892825
2024-06-08-XNA-150763-01.igc,193240,31.955866666666665,-83.80558333333333,358,3,306.03,921.01,311.0661693799701,-5.036169379970147
83DV7RZ1.igc,195845,28.4516,-81.65681666666667,225,2,105.9,776.65,104.26922753937109,1.6307724606289185
18KVAA21.igc,182002,29.216033333333332,-99.7461,286,2,936.74,-77.16,938.3530804406835,-1.6130804406834613
2024-06-18-NAV-180741-02.igc,200926,32.77278333333334,-103.216,1170,11,3695.72,-34.3,3699.7806801843167,-4.06068018431688
172VACN1.igc,195608,39.7427,-111.87011666666666,1463,15,4990.16,-52.49,4992.808904746914,-2.6489047469140132
17TVAGO1.igc,180737,30.202866666666665,-95.96296666666667,43,0,289.28,-92.43,287.69176132227784,1.5882386777221313
161V7VE1.igc,194435,39.000616666666666,-119.75208333333333,1360,14,4703.08,-73.82,4709.599763285928,-6.519763285928093
43BV1OL1.igc,190407,28.403733333333335,-81.83788333333334,50,0,111.78,12.89,110.91732019633577,0.8626798036642356
382V8101.igc,201106,30.7516,-96.00068333333333,273,3,373.43,679.72,358.88460261291584,14.545397387084165
26JV23H1.igc,201717,41.25398333333333,-74.80685,391,4,639.27,705.87,638.4945871017736,0.7754128982263637
46IV6WG1.igc,195049,32.77183333333333,-103.21536666666667,1156,11,3692.88,-54.43,3698.111825170283,-5.231825170282718
2023-08-01-XNA-150763-01.igc,224804,30.204183333333333,-95.98136666666667,303,3,334.43,722.0,335.43382551734663,-1.0038255173466268
794V23H1.igc,172800,41.6247,-74.45241666666666,746,7,532.69,1964.02,529.0747483903651,3.6152516096349245
169VAGO1.igc,170220,31.98685,-83.77943333333333,14,0,302.71,-86.17,306.37576865901116,-3.665768659011178
367V8J41.igc,191911,32.39816666666667,-83.37845,351,2,345.72,599.17,346.5698633441723,-0.8498633441722632
2023-03-09-NAV-160520-01.igc,210706,28.4126,-81.8468,591,6,146.43,1920.5,108.35367584592645,38.07632415407356
18LVAA21.igc,175946,29.216633333333334,-99.7464,274,2,936.81,-70.67,939.5012943422557,-2.6912943422557873
2024-08-04-NAV-150465-01.igc,183127,30.207333333333334,-95.96506666666667,379,4,288.09,1057.05,290.8248694048207,-2.7348694048206994
35FVABC1.igc,185346,41.03645,-77.21953333333333,544,5,1300.56,651.54,1297.7785741043724,2.7814258956275353
94OV7R11.igc,205156,33.659666666666666,-81.76011666666666,276,2,519.49,422.11,517.6576895178014,1.8323104821986362
38EV7SK1.igc,183843,29.21575,-99.74596666666666,253,2,935.6,-82.58,937.6311915101028,-2.031191510102758
46RVAAW1.igc,194921,32.77276666666667,-103.21638333333334,1110,11,3695.92,-67.31,3699.6320972202443,-3.7120972202442317
47EV67W1.igc,180610,32.38503333333333,-97.0115,173,1,668.41,-18.8,671.6606775594139,-3.25067755941393
44OVABC1.igc,202231,33.32236666666667,-81.07698333333333,242,2,239.34,600.56,239.83685818002854,-0.4968581800285392
38PLNKB1.igc,191906,34.982366666666664,-106.00318333333334,1761,19,6190.45,59.55,6193.168618046875,-2.7186180468752354
43JV40R1.igc,180333,28.4405,-81.80066666666667,763,7,120.22,2488.04,122.51316172225832,-2.2931617222583185
483V7EO1.igc,170312,30.202633333333335,-95.96295,32,0,288.04,-68.23,287.8477784401312,0.19222155986881262
358V6YH1.igc,165125,34.61116666666667,-80.44985,130,1,500.46,34.32,502.7904821588487,-2.3304821588487243
43PVAUR1.igc,210132,28.681866666666668,-82.07653333333333,330,3,76.18,1032.74,77.21423724119673,-1.0342372411967204
36uv1i31.igc,193442,47.31248333333333,-119.51648333333333,356,3,1256.56,-9.84,1260.0730438164305,-3.5130438164305815
73BVEOY1.igc,181502,28.405383333333333,-81.83778333333333,-36,0,112.0,-16.85,113.21961772735835,-1.2196177273583544
2024-06-25-NAV-180741-01.igc,223550,33.6583,-102.93503333333334,1561,15,3878.29,1226.69,3877.012522049961,1.277477950039156
47FLNKB1.igc,184004,32.37968333333333,-97.01218333333334,153,1,650.94,-30.86,654.042182284336,-3.1021822843359814
23DV7H21.igc,213842,28.260733333333334,-81.71571666666667,33,1,157.42,308.46,129.044379211441,28.37562078855899
56KV7FH1.igc,202833,47.3122,-119.51751666666667,345,3,1255.79,-5.79,1258.4613592012083,-2.671359201208361
13DC4A41.igc,171519,28.3945,-81.80141666666667,789,9,115.95,2853.21,112.68863888490772,3.261361115092285
16IVAHZ2.igc,204113,41.77295,-122.47033333333333,800,7,2628.26,-102.01,2638.4926185984277,-10.232618598427507
2023-06-26-NAV-150942-01.igc,202120,47.31251666666667,-119.51673333333333,384,3,1256.56,-78.74,1259.723513408264,-3.1635134082639524
56IV1JE4.igc,204119,47.3128,-119.51651666666666,403,3,1256.56,6.56,1260.3813234293139,-3.8213234293139067
369VAGO1.igc,201156,31.1238,-83.4601,260,2,287.37,408.17,227.23829440745197,60.13170559254803
94OV7S12.igc,203818,33.1899,-81.19088333333333,421,4,255.86,1204.11,204.54409896010912,51.31590103989089
26HVA9T1.igc,181047,41.82205,-74.34705,661,5,1017.07,898.94,936.4055823074973,80.66441769250275
13IC4A41.igc,171600,28.4163,-81.86708333333333,1355,14,122.48,4775.81,105.89409713861099,16.585902861389016
86FV2291.igc,171523,41.59478333333333,-74.46263333333333,171,1,545.04,-3.7,548.1542427279431,-3.1142427279431786
2024-08-03-XNA-150763-01.igc,203821,30.14295,-96.01653333333333,784,8,237.27,2456.3,236.8595419364605,0.4104580635395223
2021-07-28-NAV-8O1-01.igc,182212,30.178166666666666,-95.98396666666666,552,5,310.34,1585.98,307.5740442058862,2.765955794113779
18JVAA22.igc,183308,29.216533333333334,-99.74636666666666,273,2,936.81,-77.23,939.5012943422557,-2.6912943422557873
38QLNKB1.igc,191121,34.98235,-106.00301666666667,1769,18,6190.45,20.18,6193.124163304639,-2.674163304639478
462V8KR1.igc,170537,31.981333333333332,-83.81338333333333,565,6,338.09,1692.75,280.7990737231029,57.290926276897096
18JV7H21.igc,184212,29.216733333333334,-99.74643333333333,247,2,937.06,-47.95,939.5668750956667,-2.5068750956667145
16RV2751.igc,201210,39.82236666666667,-111.91226666666667,3635,38,5359.86,7199.19,5354.682112504677,5.177887495322466
461VAKJ1.igc,233102,38.99093333333333,-119.70555,1951,19,4862.34,1627.16,4864.380759360967,-2.0407593609670585
659LQAB1.igc,193623,34.85711666666667,-80.32705,321,3,406.71,810.48,363.7645116962383,42.94548830376169
38ev8mv1.igc,212828,29.190883333333332,-99.73156666666667,951,10,914.58,2431.88,911.1548888059057,3.42511119409437
483V8101.igc,192400,30.1514,-95.99545,623,6,280.64,1933.93,262.47991565657486,18.160084343425126
373g8nh1.igc,211928,47.31285,-119.51678333333334,362,3,1256.56,-65.62,1259.9799291546583,-3.419929154658348
13HV7CD1.igc,205022,28.27735,-81.93655,67,0,110.94,115.43,112.64852699057953,-1.7085269905795286
16GVABZ1.igc,204809,41.773066666666665,-122.47038333333333,728,7,2628.32,-85.67,2638.886303378086,-10.56630337808565
14KVAGO2.igc,181533,33.630266666666664,-81.32573333333333,95,0,426.73,-108.49,429.3063443808472,-2.5763443808471607
43PVABC1.igc,211453,28.5942,-82.1505,339,3,111.92,1029.81,67.0731621036902,44.84683789630981
73FV6TG1.igc,174609,28.404683333333335,-81.83785,-52,0,112.4,2.43,112.43278633078869,-0.03278633078868154
397_KevinRAnderson.igc,211821,35.38635,-84.5049,370,3,976.31,316.34,976.45790241135,-0.14790241135006
2024-06-07-NAV-180804-01.igc,164644,32.06571666666667,-83.73815,347,3,364.46,721.5,343.13005258777287,21.329947412227114
33fz5ay1.igc,163816,28.40465,-81.83763333333333,-67,0,111.32,19.91,112.42626579908396,-1.106265799083971
468V8KR1.igc,192626,31.6922,-83.52923333333334,280,2,384.89,543.59,385.2689420792619,-0.37894207926188983
363VAUO1.igc,165422,31.9894,-83.81498333333333,499,4,305.58,1216.73,307.40080588013257,-1.820805880132582
08HVJP71.igc,180111,29.216683333333332,-99.7464,224,2,936.81,-14.9,939.4685540262473,-2.658554026247316
43KVAP11.igc,201320,28.035166666666665,-81.60311666666666,301,3,167.62,892.09,164.6836150795868,2.936384920413218
25TV18Y1.igc,172357,42.937866666666665,-85.06061666666666,278,2,799.65,7.44,804.2956031390332,-4.6456031390332555
44QV8KR1.igc,173752,33.605383333333336,-81.3355,375,4,353.96,1145.38,351.74914106568343,2.2108589343165477
362V7801.igc,210210,32.002766666666666,-83.7901,537,4,343.83,1280.19,313.7972073577833,30.03279264221669
18GLJAL1.igc,223232,30.449883333333332,-98.30563333333333,2197,23,1276.97,6390.35,1266.6631588304638,10.306841169536256
374v1i31.igc,205407,47.312583333333336,-119.51681666666667,408,3,1256.56,-6.56,1259.6558300629222,-3.095830062922232
03CVA972.igc,171700,28.405816666666666,-81.83781666666667,-9,0,113.05,-93.36,113.821296129158,-0.7712961291580029
178VACN1.igc,194353,39.73793333333333,-111.86995,1491,15,5000.0,-26.25,5002.905737904658,-2.9057379046580536
2019-08-04-CNI-22M-01.igc,201222,29.2122,-99.7441,295,2,930.39,-77.37,931.8569811940943,-1.4669811940942736
43BV66G1.igc,212058,28.180766666666667,-81.63856666666666,264,2,154.15,675.9,152.82153320721804,1.3284667927819669
16HV7VE1.igc,213816,47.30611666666667,-119.52443333333333,421,4,1256.96,245.66,1260.1128928859473,-3.152892885947267
46HV6WG1.igc,194803,32.7709,-103.21395,1173,11,3692.59,-50.85,3696.1421997890143,-3.5521997890141392
073a11h1.igc,191129,47.31105,-119.5185,377,3,1254.92,-8.2,1258.0112048856224,-3.0912048856223464
173V7SY1.igc,200017,39.742066666666666,-111.88885,1862,19,4962.22,1438.7,4965.053526998506,-2.8335269985054765
33HVABX1.igc,172115,28.409883333333333,-81.83735,300,3,114.46,991.19,115.31863994675804,-0.8586399467580463
63BV7RZ1.igc,180519,28.40865,-81.8376,-40,0,115.84,-1.01,116.32651853872143,-0.4865185387214268
13DVAGO2.igc,180442,28.403283333333334,-81.83773333333333,-66,0,110.43,-84.19,111.36265608000909,-0.9326560800090817
2024-03-19-NAV-170863-01.igc,174838,28.430683333333334,-81.84416666666667,813,8,115.67,2653.36,110.85918610982979,4.810813890170209
46OVAAW1.igc,184921,32.771683333333335,-103.21513333333333,1087,11,3692.59,-70.54,3697.6272284421775,-5.037228442177366
369VAUO1.igc,202737,31.576116666666667,-83.20971666666667,509,4,318.71,1223.28,318.33274237824844,0.3772576217515393
178V7R12.igc,230904,39.19761666666667,-111.37728333333334,2763,29,8002.13,1512.31,7967.595232715665,34.53476728433543
36IV2291.igc,172122,41.5945,-74.46288333333334,197,1,543.44,-100.53,548.0266856536513,-4.586685653651216
38SLNKB1.igc,200145,34.98231666666667,-106.00385,1783,18,6190.48,20.15,6193.891508207803,-3.4115082078033083
46D_057.igc,202243,39.47045,-84.1148,967,9,892.71,2335.63,819.4017046722973,73.3082953277027
08GV23H1.igc,165321,42.57216666666667,-77.70625,546,5,644.95,1241.53,646.3031024435097,-1.3531024435096697
183VAEQ1.igc,184836,30.194483333333334,-95.96366666666667,85,0,307.68,-91.15,310.3648057256367,-2.684805725636693
46LVAAW1.igc,194544,32.7716,-103.21501666666667,1032,11,3692.59,-57.41,3697.583975179639,-4.99397517963871
44NVABC1.igc,212540,33.2759,-81.38648333333333,750,8,259.03,2388.61,258.1346399204132,0.8953600795867942
171V0XL1.igc,204407,39.741566666666664,-111.87003333333334,1483,15,4991.8,-54.13,4995.173816879677,-3.373816879677179
18HVACN1.igc,195326,29.212433333333333,-99.74425,344,3,932.13,104.62,931.9225619507862,0.20743804921380615
47DV67W1.igc,180257,32.384166666666665,-97.01163333333334,146,1,665.65,-12.76,668.8513681978625,-3.2013681978625073
38PV7SK1.igc,182026,29.213483333333333,-99.7458,266,2,931.99,-78.98,933.3004586812306,-1.310458681230557
187V6TG1.igc,175350,30.20245,-95.96296666666667,44,0,287.79,-90.94,288.0412416681068,-0.25124166810678616
44QVAUO1.igc,173827,33.636633333333336,-81.29836666666667,446,5,441.64,1290.65,438.6750309076793,2.9649690923207004
673V1JO1.igc,162621,43.345483333333334,-72.51506666666667,157,1,558.53,15.62,560.8302018015528,-2.3002018015528165
26HV23H1.igc,175458,41.606683333333336,-74.4434,571,5,742.1,934.41,669.2848019256431,72.81519807435689
45IV7EO1.igc,180818,39.476866666666666,-84.09085,253,2,935.85,-112.35,936.2068375734473,-0.3568375734472511
2024-06-01-XNA-150763-01.igc,165255,31.987433333333332,-83.79921666666667,590,6,318.05,1899.8,301.4628188922167,16.587181107783294
46PVAYE1.igc,223753,33.18735,-103.4499,1416,14,4101.23,616.62,4103.277943470244,-2.047943470244718
45OA24Dx.igc,201748,40.69685,-77.56723333333333,370,4,732.75,678.01,737.2086427967126,-4.458642796712638
174VAAW1.igc,192033,39.7434,-111.87008333333333,1467,15,4989.67,-48.72,4991.372736259355,-1.7027362593553335
16RV6GY1.igc,201535,39.84178333333333,-111.86568333333334,3415,36,4874.08,6976.32,4877.098019292197,-3.0180192921970956
46SVAAW1.igc,191148,32.77165,-103.21511666666666,1138,11,3692.59,-70.54,3697.6949117875197,-5.104911787519541
176VAAW1.igc,192126,39.730133333333335,-111.87005,1447,15,5014.76,-50.85,5017.9114157765725,-3.151415776572321
86FV6O12.igc,170809,41.59576666666667,-74.46166666666667,167,1,544.62,13.12,548.2156683663916,-3.5956683663915783
464V7SK1.igc,205046,38.9982,-119.74871666666667,1372,14,4709.1,-70.0,4713.756882329717,-4.656882329716609
46NVAAW1.igc,193030,32.772333333333336,-103.21581666666667,1070,11,3693.09,-71.05,3698.759823110967,-5.669823110966718
38EVAAW1.igc,220117,29.204116666666668,-99.72276666666667,814,8,960.07,1864.74,960.7940140262473,-0.7240140262472323
13JC4A41.igc,174051,28.46216666666667,-81.89183333333334,1043,11,128.4,3697.06,105.43095182523393,22.969048174766073
18GVACN1.igc,173549,29.217,-99.74661666666667,269,2,937.76,-65.06,940.3215043422557,-2.5615043422557164
55JV2JT1.igc,180442,43.67743333333333,-93.36753333333333,266,3,1253.46,3.11,1255.3421181926,-1.8821181926000463
38HVAQD1.igc,181945,29.216416666666667,-99.74628333333334,274,2,936.33,-86.59,939.1076095593165,-2.7776095593164882
16PVA9T1.igc,163622,41.60015,-74.45741666666666,59,1,535.21,-108.7,539.6009102232654,-4.390910223265337
43fC3CB2.igc,155928,28.405566666666665,-81.83765,-31,0,112.92,51.12,113.46703489406835,-0.5470348940683465
33HV8KR1.igc,205353,28.395433333333333,-81.82908333333333,433,4,139.51,1281.09,111.4736427469465,28.036357253053495
43bC3CB1.igc,193558,28.403833333333335,-81.8379,53,0,111.78,58.82,110.81943716498827,0.9605628350117286
38HV7SK1.igc,182012,29.214033333333333,-99.7461,276,2,933.35,-80.33,934.3175110727001,-0.9675110727000629
14IVABC1.igc,194310,33.6545,-81.31031666666667,579,5,450.82,1330.67,423.21524384800546,27.604756151994536
08JVJP71.igc,180212,29.21665,-99.7464,274,2,936.81,-1.77,939.5012943422557,-2.6912943422557873
54NV1OL1.igc,181752,33.629866666666665,-81.3276,129,1,419.93,-6.54,422.9702421570946,-3.0402421570946103
54OV7DX1.igc,195816,33.66138333333333,-81.34726666666667,279,3,441.41,628.14,410.57542928342644,30.83457071657358
83EV66G1.igc,185017,28.422166666666666,-81.83626666666666,210,2,128.81,704.52,109.6658916982848,19.144108301715207
13JVAAW2.igc,175757,28.4034,-81.83783333333334,-3,0,110.56,-94.15,111.49886130090309,-0.9388613009030848
25uz1fy2.igc,182445,42.93756666666667,-85.0618,270,2,799.54,40.35,803.5848278964721,-4.044827896472157
989VA971.igc,181814,29.216283333333333,-99.74625,287,2,936.33,-7.85,938.9435074871362,-2.6135074871361894
56JV77I1.igc,202022,47.31276666666667,-119.51648333333333,373,3,1256.56,-22.97,1260.3813234293139,-3.8213234293139067
46IV8KR1.igc,231321,32.76991666666667,-103.22221666666667,1685,16,3700.47,1827.74,3701.480373175058,-1.0103731750582483
181VAEQ1.igc,165205,30.20065,-95.96303333333333,49,0,290.35,-70.53,291.9813935395985,-1.6313935395984913
864V6TG2.igc,204819,31.936433333333333,-83.60853333333333,287,3,415.92,610.98,417.26416573762344,-1.3441657376234275
23IV7EO1.igc,173321,28.403233333333333,-81.83775,-25,0,110.43,-84.19,111.29880244935684,-0.8688024493568349
35RV8I72.igc,191752,32.43213333333333,-111.38288333333334,624,5,2037.27,-91.74,2039.4882093843553,-2.218209384355305
43QVABC1.igc,224156,28.160216666666667,-81.81021666666666,380,3,114.83,1122.05,132.85906408416707,-18.029064084167075
38FV7SK2.igc,181626,29.21625,-99.74623333333334,236,2,936.33,-89.87,938.7466650956666,-2.4166650956665308
44QV83L1.igc,174402,33.61125,-81.32488333333333,300,3,398.61,825.14,390.3005880047103,8.309411995289736
35SV6WG1.igc,182451,32.43131666666667,-111.38615,623,5,2046.57,-104.31,2048.5071151913335,-1.9371151913335325
18D_JP.igc,182535,29.188666666666666,-99.73901666666667,518,6,912.13,1059.66,911.3845716347777,0.7454283652223239
2018-03-13-NAV-8J3-01.igc,205321,28.167733333333334,-81.80066666666667,142,1,165.33,313.67,162.38572297521438,2.9442770247856345
23HV7EO1.igc,173649,28.403083333333335,-81.8379,-29,0,110.34,-93.93,111.44739792983367,-1.1073979298336667
339VAGO1.igc,172201,28.404633333333333,-81.8377,-44,0,112.4,-89.44,112.62071774756363,-0.22071774756362572
16EV7VE1.igc,205627,47.3127,-119.51676666666667,379,3,1256.56,-62.34,1259.7763785051,-3.2163785051000104
16GV7EK1.igc,195327,47.3122,-119.5171,260,3,1256.56,-72.18,1258.8367214179443,-2.2767214179443727
03CV2RN1.igc,180217,28.405733333333334,-81.83783333333334,-14,0,113.48,-15.06,113.55891053021048,-0.07891053021047867
35PV7SY1.igc,175156,40.67086666666667,-77.63981666666666,515,5,823.07,1007.64,823.6375706838293,-0.5675706838292172
43QV7H31.igc,222324,28.216066666666666,-81.99571666666667,335,3,152.22,1012.48,111.03771845478168,41.182281545218316
45KV7EO1.igc,174347,39.47683333333333,-84.09095,234,2,935.66,-108.88,936.266010439514,-0.6060104395140797
16IV23H1.igc,162349,41.595083333333335,-74.46683333333333,415,4,606.22,814.39,564.8102528048986,41.40974719510143
13FVAGO2.igc,165925,28.403483333333334,-81.83773333333333,-36,0,110.56,-87.59,111.38784960115649,-0.8278496011564869
63CV7H21.igc,175524,28.378683333333335,-81.79441666666666,483,6,149.78,1822.0,113.83324834738823,35.946751652611766
83BV6TG1.igc,165106,28.4036,-81.83791666666667,19,0,110.56,4.27,110.65576061447503,-0.09576061447502582
38AV8101.igc,222442,30.1877,-95.97481666666667,765,7,318.41,2220.96,312.6628104710889,5.747189528911122
16TVACN1.igc,181028,39.734966666666665,-111.87003333333334,1465,15,5005.41,-61.19,5008.879894434414,-3.4698944344145275
